Dublin Core:Title,Dublin Core:Description,Dublin Core:Creator,Dublin Core:Date,Dublin Core:Coverage,Dublin Core:Source,Dublin Core:Format,Dublin Core:Type,Dublin Core:Subject,Dublin Core:Rights,Dublin Core:Identifier,Item Type Metadata:Original Format,Item Type Metadata:Physical Dimensions,Item Type Metadata:URL
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 27.75 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1661,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1661.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.94 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1662,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1662.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 24.58 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1663,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1663.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 17.24 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1664,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1664.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.10 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1665,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1665.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.56 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1666,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1666.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 23.90 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1667,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1667.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.18 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1668,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1668.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.02 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1669,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1669.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.33 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1670,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1670.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.39 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1671,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1671.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 28.75 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1672,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1672.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.62 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1673,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1673.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 24.65 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1674,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1674.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.50 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1675,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1675.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.89 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1676,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1676.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.65 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1677,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1677.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 23.53 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1678,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1678.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.40 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1679,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1679.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.37 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1680,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1680.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.15 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1681,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1681.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.50 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1682,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1682.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 6.65 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1683,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1683.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.76 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1684,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1684.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.77 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1685,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1685.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 6.56 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1686,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1686.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.71 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1688,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1688.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.84 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1689,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1689.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 19.39 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1690,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1690.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.62 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1691,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1691.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.30 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1692,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1692.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.15 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1693,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1693.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.18 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1694,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1694.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.64 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1695,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1695.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 24.06 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1696,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1696.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.25 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1697,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1697.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.34 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1698,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1698.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.84 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1699,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1699.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.53 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1700,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1700.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.80 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1701,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1701.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.12 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1702,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1702.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.86 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1703,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1703.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.18 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1704,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1704.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.24 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1705,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1705.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 3.30 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1706,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1706.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.47 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1707,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1707.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 6.14 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1708,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1708.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 28.37 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1709,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1709.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 15.52 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1710,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1710.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 23.22 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1711,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1711.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.58 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1712,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1712.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.17 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1713,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1713.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.48 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1714,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1714.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 20.60 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1715,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1715.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.07 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1716,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1716.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.32 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1717,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1717.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 21.45 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1718,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1718.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.36 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1719,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1719.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.46 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1720,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1720.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 21.09 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1721,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1721.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.59 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1722,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1722.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.44 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1723,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1723.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.80 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1724,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1724.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.51 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1725,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1725.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.77 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1726,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1726.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.72 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1727,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1727.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 25.43 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1728,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1728.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 24.97 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1729,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1729.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.53 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1730,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1730.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 27.60 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1731,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1731.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 27.02 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1732,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1732.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.80 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1733,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1733.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.25 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1734,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1734.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.99 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1735,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1735.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.95 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1736,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1736.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.65 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1737,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1737.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 27.48 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1738,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1738.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.81 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1739,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1739.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.80 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1740,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1740.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 26.77 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1741,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1741.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.90 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1742,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1742.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 11.34 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1743,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1743.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.30 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1744,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1744.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.95 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1745,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1745.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.03 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1746,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1746.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.77 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1747,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1747.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 11.12 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1748,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1748.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.85 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1749,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1749.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.07 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1750,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1750.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.34 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1751,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1751.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.85 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1752,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1752.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.83 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto1753,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto1753.jpg
